        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-2.523503  -2.523503  -2.523503  |  0.009716  0.009716  0.009716
-2.523503  -2.523503  -2.523495  |  0.009716  0.009716  0.009716
-2.523495  -2.523488  -2.523488  |  0.009716  0.009716  0.009716
-2.523495  -2.523495  -2.523495  |  0.009716  0.009716  0.009716
-2.523495  -2.523495  -2.523495  |  0.009716  0.009716  0.009716
       xB         xP         xN  |     f(xB)     f(xP)     f(xN)
-0.567473  -0.567473  -1.067473  |  0.578801  0.578801  0.499817
-1.067473  -1.567473  -2.067473  |  0.499817  0.425351  0.423413
-2.067473  -3.067473  -2.567473  |  0.423413  0.433368  0.421214
-2.567473  -3.067473  -3.567473  |  0.421214  0.418961  0.416908
-3.567473  -4.567473  -4.567473  |  0.416908  0.414675  0.414675
-4.567473  -5.567473  -5.067473  |  0.414675  0.417432  0.415231
-4.567473  -4.567473  -4.567473  |  0.414675  0.414675  0.414675
-4.567473  -4.567473  -4.567473  |  0.414675  0.414675  0.414675
-4.567473  -4.567473  -4.629973  |  0.414675  0.414675  0.414668
-4.629973  -4.692473  -4.629973  |  0.414668  0.414682  0.414668
-4.629973  -4.629973  -4.629973  |  0.414668  0.414668  0.414668
-4.629973  -4.629973  -4.614348  |  0.414668  0.414668  0.414668
-4.614348  -4.598723  -4.614348  |  0.414668  0.414669  0.414668
-4.614348  -4.614348  -4.622161  |  0.414668  0.414668  0.414668
-4.622161  -4.629973  -4.622161  |  0.414668  0.414668  0.414668
-4.622161  -4.622161  -4.618255  |  0.414668  0.414668  0.414668
-4.618255  -4.614348  -4.618255  |  0.414668  0.414668  0.414668
-4.618255  -4.618255  -4.620208  |  0.414668  0.414668  0.414668
-4.620208  -4.622161  -4.620208  |  0.414668  0.414668  0.414668
-4.620208  -4.620208  -4.620208  |  0.414668  0.414668  0.414668
-4.620208  -4.620208  -4.619720  |  0.414668  0.414668  0.414668
-4.619720  -4.619231  -4.619720  |  0.414668  0.414668  0.414668
-4.619720  -4.619720  -4.619720  |  0.414668  0.414668  0.414668
-4.619720  -4.619720  -4.619720  |  0.414668  0.414668  0.414668
-4.619720  -4.619720  -4.619781  |  0.414668  0.414668  0.414668
-4.619781  -4.619842  -4.619781  |  0.414668  0.414668  0.414668
-4.619781  -4.619781  -4.619781  |  0.414668  0.414668  0.414668
-4.619781  -4.619781  -4.619781  |  0.414668  0.414668  0.414668
-4.619781  -4.619781  -4.619773  |  0.414668  0.414668  0.414668
-4.619773  -4.619765  -4.619773  |  0.414668  0.414668  0.414668
-4.619773  -4.619773  -4.619773  |  0.414668  0.414668  0.414668
-4.619773  -4.619773  -4.619773  |  0.414668  0.414668  0.414668
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-12.691950  -12.691950  -13.191950  |  0.515885  0.515885  0.438001
-13.191950  -13.691950  -13.191950  |  0.438001  0.450006  0.436928
-13.191950  -13.191950  -12.691950  |  0.436928  0.486945  0.430438
-12.691950  -12.191950  -12.691950  |  0.430438  0.430646  0.430438
-12.691950  -12.691950  -12.441950  |  0.430438  0.430438  0.429727
-12.441950  -12.191950  -12.441950  |  0.429727  0.430646  0.429727
-12.441950  -12.441950  -12.441950  |  0.429727  0.429727  0.429727
-12.441950  -12.441950  -12.441950  |  0.429727  0.429727  0.429727
-12.441950  -12.441950  -12.473200  |  0.429727  0.429727  0.429725
-12.473200  -12.504450  -12.473200  |  0.429725  0.429749  0.429725
-12.473200  -12.473200  -12.457575  |  0.429725  0.429725  0.429723
-12.457575  -12.441950  -12.457575  |  0.429723  0.429727  0.429723
-12.457575  -12.457575  -12.457575  |  0.429723  0.429723  0.429723
-12.457575  -12.457575  -12.461482  |  0.429723  0.429723  0.429723
-12.461482  -12.465388  -12.461482  |  0.429723  0.429723  0.429723
-12.461482  -12.461482  -12.459529  |  0.429723  0.429723  0.429723
-12.459529  -12.457575  -12.459529  |  0.429723  0.429723  0.429723
-12.459529  -12.459529  -12.459529  |  0.429723  0.429723  0.429723
-12.459529  -12.459529  -12.460017  |  0.429723  0.429723  0.429723
-12.460017  -12.460505  -12.460017  |  0.429723  0.429723  0.429723
-12.460017  -12.460017  -12.459773  |  0.429723  0.429723  0.429723
-12.459773  -12.459529  -12.459773  |  0.429723  0.429723  0.429723
-12.459773  -12.459773  -12.459773  |  0.429723  0.429723  0.429723
-12.459773  -12.459773  -12.459773  |  0.429723  0.429723  0.429723
-12.459773  -12.459773  -12.459773  |  0.429723  0.429723  0.429723
-12.459773  -12.459773  -12.459788  |  0.429723  0.429723  0.429723
-12.459788  -12.459803  -12.459788  |  0.429723  0.429723  0.429723
-12.459788  -12.459788  -12.459788  |  0.429723  0.429723  0.429723
-12.459788  -12.459788  -12.459788  |  0.429723  0.429723  0.429723
-12.459788  -12.459788  -12.459786  |  0.429723  0.429723  0.429723
-12.459786  -12.459784  -12.459786  |  0.429723  0.429723  0.429723
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-11.162726  -11.162726  -10.662726  |  0.792769  0.792769  0.589729
-10.662726  -10.162726   -9.662726  |  0.589729  0.215028  0.181539
 -9.662726   -8.662726   -9.162726  |  0.181539  0.693050  0.266143
 -9.662726   -9.662726   -9.662726  |  0.181539  0.181539  0.181539
 -9.662726   -9.662726   -9.787726  |  0.181539  0.181539  0.178245
 -9.787726   -9.912726   -9.787726  |  0.178245  0.182757  0.178245
 -9.787726   -9.787726   -9.787726  |  0.178245  0.178245  0.178245
 -9.787726   -9.787726   -9.787726  |  0.178245  0.178245  0.178245
 -9.787726   -9.787726   -9.772101  |  0.178245  0.178245  0.178232
 -9.772101   -9.756476   -9.772101  |  0.178232  0.178341  0.178232
 -9.772101   -9.772101   -9.779913  |  0.178232  0.178232  0.178223
 -9.779913   -9.787726   -9.779913  |  0.178223  0.178245  0.178223
 -9.779913   -9.779913   -9.779913  |  0.178223  0.178223  0.178223
 -9.779913   -9.779913   -9.777960  |  0.178223  0.178223  0.178222
 -9.777960   -9.776007   -9.777960  |  0.178222  0.178224  0.178222
 -9.777960   -9.777960   -9.777960  |  0.178222  0.178222  0.178222
 -9.777960   -9.777960   -9.778448  |  0.178222  0.178222  0.178222
 -9.778448   -9.778936   -9.778448  |  0.178222  0.178222  0.178222
 -9.778448   -9.778448   -9.778204  |  0.178222  0.178222  0.178222
 -9.778204   -9.777960   -9.778204  |  0.178222  0.178222  0.178222
 -9.778204   -9.778204   -9.778326  |  0.178222  0.178222  0.178222
 -9.778326   -9.778448   -9.778326  |  0.178222  0.178222  0.178222
 -9.778326   -9.778326   -9.778265  |  0.178222  0.178222  0.178222
 -9.778265   -9.778204   -9.778265  |  0.178222  0.178222  0.178222
 -9.778265   -9.778265   -9.778265  |  0.178222  0.178222  0.178222
 -9.778265   -9.778265   -9.778265  |  0.178222  0.178222  0.178222
 -9.778265   -9.778265   -9.778273  |  0.178222  0.178222  0.178222
 -9.778273   -9.778280   -9.778273  |  0.178222  0.178222  0.178222
 -9.778273   -9.778273   -9.778273  |  0.178222  0.178222  0.178222
 -9.778273   -9.778273   -9.778273  |  0.178222  0.178222  0.178222
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-49.032873  -49.032873  -48.532873  |  0.483436  0.483436  0.475977
-48.532873  -48.032873  -48.532873  |  0.475977  0.483557  0.475977
-48.532873  -48.532873  -48.532873  |  0.475977  0.475977  0.475977
-48.532873  -48.532873  -48.532873  |  0.475977  0.475977  0.475977
-48.532873  -48.532873  -48.532873  |  0.475977  0.475977  0.475977
-48.532873  -48.532873  -48.532873  |  0.475977  0.475977  0.475977
-48.532873  -48.532873  -48.532873  |  0.475977  0.475977  0.475977
-48.532873  -48.532873  -48.532873  |  0.475977  0.475977  0.475977
-48.532873  -48.532873  -48.532873  |  0.475977  0.475977  0.475977
-48.532873  -48.532873  -48.532873  |  0.475977  0.475977  0.475977
-48.532873  -48.532873  -48.534826  |  0.475977  0.475977  0.475977
-48.534826  -48.536779  -48.536779  |  0.475977  0.475977  0.475977
-48.534826  -48.534826  -48.534826  |  0.475977  0.475977  0.475977
-48.534826  -48.534826  -48.534826  |  0.475977  0.475977  0.475977
-48.534826  -48.534826  -48.535070  |  0.475977  0.475977  0.475977
-48.535070  -48.535314  -48.535314  |  0.475977  0.475977  0.475977
-48.535314  -48.535558  -48.535558  |  0.475977  0.475977  0.475977
-48.535314  -48.535314  -48.535314  |  0.475977  0.475977  0.475977
-48.535314  -48.535314  -48.535314  |  0.475977  0.475977  0.475977
-48.535314  -48.535314  -48.535314  |  0.475977  0.475977  0.475977
-48.535314  -48.535314  -48.535314  |  0.475977  0.475977  0.475977
-48.535314  -48.535314  -48.535329  |  0.475977  0.475977  0.475977
-48.535329  -48.535345  -48.535345  |  0.475977  0.475977  0.475977
-48.535329  -48.535329  -48.535329  |  0.475977  0.475977  0.475977
-48.535329  -48.535329  -48.535329  |  0.475977  0.475977  0.475977
-48.535329  -48.535329  -48.535331  |  0.475977  0.475977  0.475977
-48.535331  -48.535333  -48.535333  |  0.475977  0.475977  0.475977
-48.535333  -48.535335  -48.535335  |  0.475977  0.475977  0.475977
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-15.999718  -15.999718  -15.499718  |  0.658193  0.658193  0.456991
-15.499718  -14.999718  -14.999718  |  0.456991  0.312247  0.312247
-14.999718  -14.499718  -14.999718  |  0.312247  0.480021  0.312247
-14.999718  -14.999718  -14.999718  |  0.312247  0.312247  0.312247
-14.999718  -14.999718  -14.999718  |  0.312247  0.312247  0.312247
-14.999718  -14.999718  -15.062218  |  0.312247  0.312247  0.312223
-15.062218  -15.124718  -15.062218  |  0.312223  0.313251  0.312223
-15.062218  -15.062218  -15.030968  |  0.312223  0.312223  0.312103
-15.030968  -14.999718  -15.030968  |  0.312103  0.312247  0.312103
-15.030968  -15.030968  -15.030968  |  0.312103  0.312103  0.312103
-15.030968  -15.030968  -15.030968  |  0.312103  0.312103  0.312103
-15.030968  -15.030968  -15.030968  |  0.312103  0.312103  0.312103
-15.030968  -15.030968  -15.032921  |  0.312103  0.312103  0.312103
-15.032921  -15.034874  -15.032921  |  0.312103  0.312104  0.312103
-15.032921  -15.032921  -15.032921  |  0.312103  0.312103  0.312103
-15.032921  -15.032921  -15.032433  |  0.312103  0.312103  0.312103
-15.032433  -15.031945  -15.032433  |  0.312103  0.312103  0.312103
-15.032433  -15.032433  -15.032433  |  0.312103  0.312103  0.312103
-15.032433  -15.032433  -15.032433  |  0.312103  0.312103  0.312103
-15.032433  -15.032433  -15.032433  |  0.312103  0.312103  0.312103
-15.032433  -15.032433  -15.032464  |  0.312103  0.312103  0.312103
-15.032464  -15.032494  -15.032464  |  0.312103  0.312103  0.312103
-15.032464  -15.032464  -15.032448  |  0.312103  0.312103  0.312103
-15.032448  -15.032433  -15.032448  |  0.312103  0.312103  0.312103
-15.032448  -15.032448  -15.032456  |  0.312103  0.312103  0.312103
-15.032456  -15.032464  -15.032456  |  0.312103  0.312103  0.312103
-15.032456  -15.032456  -15.032452  |  0.312103  0.312103  0.312103
-15.032452  -15.032448  -15.032452  |  0.312103  0.312103  0.312103
-15.032452  -15.032452  -15.032454  |  0.312103  0.312103  0.312103
-15.032454  -15.032456  -15.032454  |  0.312103  0.312103  0.312103
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-26.237610  -26.237610  -25.737610  |  0.543821  0.543821  0.503096
-25.737610  -25.237610  -24.737610  |  0.503096  0.453745  0.453199
-24.737610  -23.737610  -24.237610  |  0.453199  0.528879  0.465438
-24.737610  -24.737610  -24.987610  |  0.453199  0.453199  0.451787
-24.987610  -25.237610  -24.987610  |  0.451787  0.453745  0.451787
-24.987610  -24.987610  -24.987610  |  0.451787  0.451787  0.451787
-24.987610  -24.987610  -24.987610  |  0.451787  0.451787  0.451787
-24.987610  -24.987610  -24.956360  |  0.451787  0.451787  0.451779
-24.956360  -24.925110  -24.956360  |  0.451779  0.451824  0.451779
-24.956360  -24.956360  -24.971985  |  0.451779  0.451779  0.451776
-24.971985  -24.987610  -24.971985  |  0.451776  0.451787  0.451776
-24.971985  -24.971985  -24.964172  |  0.451776  0.451776  0.451776
-24.964172  -24.956360  -24.964172  |  0.451776  0.451779  0.451776
-24.964172  -24.964172  -24.968079  |  0.451776  0.451776  0.451776
-24.968079  -24.971985  -24.968079  |  0.451776  0.451776  0.451776
-24.968079  -24.968079  -24.968079  |  0.451776  0.451776  0.451776
-24.968079  -24.968079  -24.967102  |  0.451776  0.451776  0.451776
-24.967102  -24.966125  -24.967102  |  0.451776  0.451776  0.451776
-24.967102  -24.967102  -24.967590  |  0.451776  0.451776  0.451776
-24.967590  -24.968079  -24.967590  |  0.451776  0.451776  0.451776
-24.967590  -24.967590  -24.967590  |  0.451776  0.451776  0.451776
-24.967590  -24.967590  -24.967468  |  0.451776  0.451776  0.451776
-24.967468  -24.967346  -24.967468  |  0.451776  0.451776  0.451776
-24.967468  -24.967468  -24.967468  |  0.451776  0.451776  0.451776
-24.967468  -24.967468  -24.967468  |  0.451776  0.451776  0.451776
-24.967468  -24.967468  -24.967483  |  0.451776  0.451776  0.451776
-24.967483  -24.967499  -24.967483  |  0.451776  0.451776  0.451776
-24.967483  -24.967483  -24.967476  |  0.451776  0.451776  0.451776
-24.967476  -24.967468  -24.967476  |  0.451776  0.451776  0.451776
-24.967476  -24.967476  -24.967480  |  0.451776  0.451776  0.451776
-24.967480  -24.967483  -24.967480  |  0.451776  0.451776  0.451776
-24.967480  -24.967480  -24.967480  |  0.451776  0.451776  0.451776
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-22.982177  -22.982177  -23.482177  |  0.644980  0.644980  0.416373
-23.482177  -23.982177  -23.982177  |  0.416373  0.314466  0.313916
-23.982177  -24.482177  -23.982177  |  0.313916  0.370824  0.313916
-23.982177  -23.982177  -23.982177  |  0.313916  0.313916  0.312109
-23.982177  -23.982177  -23.982177  |  0.312109  0.314466  0.312109
-23.982177  -23.982177  -23.982177  |  0.312109  0.312109  0.312109
-23.982177  -23.982177  -23.982177  |  0.312109  0.312109  0.312109
-23.982177  -23.982177  -23.982177  |  0.312109  0.312109  0.312109
-23.982177  -23.982177  -23.982177  |  0.312109  0.312109  0.312103
-23.982177  -23.982177  -23.982177  |  0.312103  0.312114  0.312103
-23.982177  -23.982177  -23.982177  |  0.312103  0.312103  0.312103
-23.982177  -23.982177  -23.982177  |  0.312103  0.312103  0.312103
-23.982177  -23.982177  -23.982177  |  0.312103  0.312104  0.312103
-23.982177  -23.982177  -23.982177  |  0.312103  0.312103  0.312103
-23.982177  -23.982177  -23.982177  |  0.312103  0.312103  0.312103
-23.982177  -23.982177  -23.982177  |  0.312103  0.312103  0.312103
-23.982177  -23.982177  -23.982177  |  0.312103  0.312103  0.312103
-23.982177  -23.982177  -23.982177  |  0.312103  0.312103  0.312103
-23.982177  -23.982177  -23.982177  |  0.312103  0.312103  0.312103
-23.982177  -23.982177  -23.982177  |  0.312103  0.312103  0.312103
-23.982177  -23.982177  -23.982177  |  0.312103  0.312103  0.312103
-23.982177  -23.982177  -23.982177  |  0.312103  0.312103  0.312103
-23.982177  -23.982177  -23.982177  |  0.312103  0.312103  0.312103
-23.982177  -23.982177  -23.982177  |  0.312103  0.312103  0.312103
-23.982177  -23.982177  -23.982177  |  0.312103  0.312103  0.312103
-23.982177  -23.982177  -23.982177  |  0.312103  0.312103  0.312103
-23.982177  -23.982177  -23.982177  |  0.312103  0.312103  0.312103
-23.982177  -23.982177  -23.982177  |  0.312103  0.312103  0.312103
-23.982177  -23.982177  -23.982177  |  0.312103  0.312103  0.312103
-23.982177  -23.982177  -23.982177  |  0.312103  0.312103  0.312103
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-16.606582  -16.606582  -17.106582  |  0.727045  0.727045  0.447320
-17.106582  -17.606582  -17.606582  |  0.447320  0.273528  0.273528
-17.606582  -18.106582  -17.606582  |  0.273528  0.474691  0.273528
-17.606582  -17.606582  -17.606582  |  0.273528  0.273528  0.273528
-17.606582  -17.606582  -17.606582  |  0.273528  0.273528  0.273243
-17.606582  -17.606582  -17.731582  |  0.273243  0.278009  0.272762
-17.731582  -17.856582  -17.856582  |  0.272762  0.272941  0.272941
-17.731582  -17.731582  -17.731582  |  0.272762  0.272762  0.272762
-17.731582  -17.731582  -17.731582  |  0.272762  0.272762  0.272762
-17.731582  -17.731582  -17.747207  |  0.272762  0.272762  0.272746
-17.747207  -17.762832  -17.762832  |  0.272746  0.272741  0.272741
-17.762832  -17.778457  -17.778457  |  0.272741  0.272746  0.272746
-17.762832  -17.762832  -17.762832  |  0.272741  0.272741  0.272741
-17.762832  -17.762832  -17.762832  |  0.272741  0.272741  0.272741
-17.762832  -17.762832  -17.762832  |  0.272741  0.272741  0.272741
-17.762832  -17.762832  -17.762832  |  0.272741  0.272741  0.272741
-17.762832  -17.762832  -17.762832  |  0.272741  0.272741  0.272741
-17.762832  -17.762832  -17.762832  |  0.272741  0.272741  0.272741
-17.762832  -17.762832  -17.762832  |  0.272741  0.272741  0.272741
-17.762832  -17.762832  -17.762832  |  0.272741  0.272741  0.272741
-17.762832  -17.762832  -17.762832  |  0.272741  0.272741  0.272741
-17.762832  -17.762832  -17.762832  |  0.272741  0.272741  0.272741
-17.762832  -17.762832  -17.762832  |  0.272741  0.272741  0.272741
-17.762832  -17.762832  -17.762839  |  0.272741  0.272741  0.272741
-17.762839  -17.762847  -17.762847  |  0.272741  0.272741  0.272741
-17.762839  -17.762839  -17.762839  |  0.272741  0.272741  0.272741
-17.762839  -17.762839  -17.762839  |  0.272741  0.272741  0.272741
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-12.718707  -12.718707  -12.218707  |  0.446113  0.446113  0.442206
-12.218707  -11.718707  -12.218707  |  0.442206  0.442759  0.442206
-12.218707  -12.218707  -11.968707  |  0.442206  0.442206  0.441946
-11.968707  -11.718707  -11.968707  |  0.441946  0.442759  0.441946
-11.968707  -11.968707  -12.093707  |  0.441946  0.441946  0.441939
-12.093707  -12.218707  -12.093707  |  0.441939  0.442206  0.441939
-12.093707  -12.093707  -12.031207  |  0.441939  0.441939  0.441908
-12.031207  -11.968707  -12.031207  |  0.441908  0.441946  0.441908
-12.031207  -12.031207  -12.031207  |  0.441908  0.441908  0.441908
-12.031207  -12.031207  -12.031207  |  0.441908  0.441908  0.441908
-12.031207  -12.031207  -12.031207  |  0.441908  0.441908  0.441908
